Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2005","2005","t","1214054","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2006","2006","ha","330675","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2006","2006","kg/ha","3877","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2006","2006","t","1282043","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2007","2007","ha","344681","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2007","2007","kg/ha","3554.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2007","2007","t","1225282","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2008","2008","ha","330067","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2008","2008","kg/ha","3746.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2008","2008","t","1236697","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2009","2009","ha","306800","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2009","2009","kg/ha","3419.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2009","2009","t","1049200","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2010","2010","ha","273500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2010","2010","kg/ha","3622.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2010","2010","t","990700","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2011","2011","ha","269675","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2011","2011","kg/ha","3520.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2011","2011","t","949480","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2012","2012","ha","246127","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2012","2012","kg/ha","3820.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2012","2012","t","940234.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2013","2013","ha","237268","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2013","2013","kg/ha","3690.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2013","2013","t","875552","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2014","2014","ha","232625","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2014","2014","kg/ha","3637.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2014","2014","t","846141.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2015","2015","ha","242895","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2015","2015","kg/ha","3932.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2015","2015","t","955130.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2016","2016","ha","246370","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2016","2016","kg/ha","4011.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2016","2016","t","988284.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2017","2017","ha","250526","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2017","2017","kg/ha","3928.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2017","2017","t","984281","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2018","2018","ha","262480","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2018","2018","kg/ha","3966","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2018","2018","t","1040990","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2019","2019","ha","261410","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2019","2019","kg/ha","4227","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2019","2019","t","1104990","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0115","Barley","2020","2020","ha","263430","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0115","Barley","2020","2020","kg/ha","4265.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0115","Barley","2020","2020","t","1123730","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2000","2000","ha","1064000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","9527.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2000","2000","t","10137500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2001","2001","ha","1109341","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","9513.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2001","2001","t","10553706","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2002","2002","ha","1111952","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","9491.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2002","2002","t","10554422","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2003","2003","ha","1163229","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","7481.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2003","2003","t","8702288","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2004","2004","ha","1196953","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","9497.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2004","2004","t","11368007","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2005","2005","ha","1113166","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","9367.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2005","2005","t","10427930","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2006","2006","ha","1107997","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","8728.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2006","2006","t","9671206","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2007","2007","ha","1053396","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","9312","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2007","2007","t","9809266","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2008","2008","ha","991500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","9572.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2008","2008","t","9491203","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2009","2009","ha","915500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","8604.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2009","2009","t","7877700","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2010","2010","ha","926776","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","9167.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2010","2010","t","8495940","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2011","2011","ha","994831","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","9803.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2011","2011","t","9752592","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2012","2012","ha","978543","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","8032.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2012","2012","t","7860123.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2013","2013","ha","908114","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","8698.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2013","2013","t","7899616.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","869947","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","10620.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2014","2014","t","9239544.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","727366","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","9725.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2015","2015","t","7073896","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","660727","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","10351.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2016","2016","t","6839499.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","645742","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","9366.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2017","2017","t","6048499","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","591210","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","10485.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2018","2018","t","6199150","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","628800","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","9985.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2019","2019","t","6279120","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","602860","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","11268.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2020","2020","t","6793130","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2000","2000","ha","220348","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2000","2000","kg/ha","5581","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2000","2000","t","1229767","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2001","2001","ha","217622","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2001","2001","kg/ha","5849.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2001","2001","t","1272952","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2002","2002","ha","218676","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2002","2002","kg/ha","6270","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2002","2002","t","1371100","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2003","2003","ha","218675","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2003","2003","kg/ha","6412.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2003","2003","t","1402350","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2004","2004","ha","229722","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2004","2004","kg/ha","6631.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2004","2004","t","1523436","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2005","2005","ha","224015","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2005","2005","kg/ha","6307.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2005","2005","t","1412957","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2006","2006","ha","226077","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2006","2006","kg/ha","6277.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2006","2006","t","1419129","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2007","2007","ha","232500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2007","2007","kg/ha","6624","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2007","2007","t","1540087","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2008","2008","ha","224200","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2008","2008","kg/ha","6194.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2008","2008","t","1388900","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2009","2009","ha","238500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2009","2009","kg/ha","6794.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2009","2009","t","1620400","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2010","2010","ha","247700","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2010","2010","kg/ha","6121.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2010","2010","t","1516400","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2011","2011","ha","246500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2011","2011","kg/ha","6045.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2011","2011","t","1490150","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2012","2012","ha","235052","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2012","2012","kg/ha","6813.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2012","2012","t","1601478","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2013","2013","ha","216019","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2013","2013","kg/ha","6634.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2013","2013","t","1433111","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2014","2014","ha","219500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2014","2014","kg/ha","6314.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2014","2014","t","1386100","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2015","2015","ha","227331","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2015","2015","kg/ha","6678.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2015","2015","t","1518229","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2016","2016","ha","234133","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2016","2016","kg/ha","6779.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2016","2016","t","1587346","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2017","2017","ha","234133","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2017","2017","kg/ha","6825.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2017","2017","t","1598027","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2018","2018","ha","217190","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2018","2018","kg/ha","6768.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2018","2018","t","1470090","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2019","2019","ha","220030","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2019","2019","kg/ha","6783.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2019","2019","t","1492620","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0113","Rice","2020","2020","ha","227320","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0113","Rice","2020","2020","kg/ha","6631.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2020","2020","t","1507490","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2000","2000","ha","252647","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2000","2000","kg/ha","3576.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2000","2000","t","903490","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2001","2001","ha","234841","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2001","2001","kg/ha","3812.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2001","2001","t","895269","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2002","2002","ha","152021","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2002","2002","kg/ha","3861.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2002","2002","t","587000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2003","2003","ha","152052","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2003","2003","kg/ha","2610.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2003","2003","t","397000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2004","2004","ha","150368","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2004","2004","kg/ha","3445.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2004","2004","t","518139","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2005","2005","ha","152331","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2005","2005","kg/ha","3630.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2005","2005","t","553002","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2006","2006","ha","177909","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2006","2006","kg/ha","3098.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2006","2006","t","551292","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2007","2007","ha","130335","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2007","2007","kg/ha","3134.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2007","2007","t","408491","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2008","2008","ha","107795","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2008","2008","kg/ha","3212.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2008","2008","t","346245","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2009","2009","ha","134700","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2009","2009","kg/ha","3475.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2009","2009","t","468200","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2010","2010","ha","159500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2010","2010","kg/ha","3463.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2010","2010","t","552500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2011","2011","ha","165955","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2011","2011","kg/ha","3402.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2011","2011","t","564638","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2012","2012","ha","152993","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2012","2012","kg/ha","2759.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2012","2012","t","422129.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2013","2013","ha","184146","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2013","2013","kg/ha","3390.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2013","2013","t","624359.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2014","2014","ha","232867","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2014","2014","kg/ha","4007.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2014","2014","t","933139.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2015","2015","ha","308979","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2015","2015","kg/ha","3615.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2015","2015","t","1116982.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2016","2016","ha","288060","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2016","2016","kg/ha","3753.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2016","2016","t","1081339.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2017","2017","ha","322417","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2017","2017","kg/ha","3162.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2017","2017","t","1019781","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2018","2018","ha","326590","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2018","2018","kg/ha","3632.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2018","2018","t","1186350","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2019","2019","ha","273330","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2019","2019","kg/ha","3815.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2019","2019","t","1042830","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0141","Soya beans","2020","2020","ha","256130","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0141","Soya beans","2020","2020","kg/ha","3926.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2020","2020","t","1005630","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2000","2000","ha","2322840","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0111","Wheat","2000","2000","kg/ha","3213.3","A","Official figure",""
